"scenario","year","trials","biomass","species"
"RCP 2.6",2050,"./mc_output_trial0027",787.2031,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0027",848.2513,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0027",758.3942,"Other algal turf"
"Status quo",2050,"./mc_output_trial0028",0.01778434,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0028",0.02134732,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0028",0.03514387,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0028",0.02800726,"Sea birds"
"Status quo",2050,"./mc_output_trial0028",0.08180961,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0028",0.06247937,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0028",0.06271181,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0028",0.05320647,"Turtles"
"Status quo",2050,"./mc_output_trial0028",0.219399,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0028",0.3264084,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0028",0.1075431,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0028",0.1843344,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0028",3.661725,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0028",1.323888,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0028",2.830698,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0028",1.366022,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0028",17.83605,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0028",16.00638,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0028",14.82186,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0028",17.01825,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0028",24.85916,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0028",26.42936,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0028",27.3634,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0028",25.29041,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0028",0.5940313,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0028",0.7323663,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0028",0.5896075,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0028",0.3954051,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0028",0.2862244,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0028",0.2210759,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0028",0.3276184,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0028",0.2772721,"Zooplankton"
"Status quo",2050,"./mc_output_trial0028",0.1105384,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0028",0.1217768,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0028",0.1052533,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0028",0.1109628,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0028",217.991,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0028",228.8652,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0028",203.0778,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0028",205.5936,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0028",800.2365,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0028",796.0009,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0028",767.2431,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0028",815.4368,"Other algal turf"
"Status quo",2050,"./mc_output_trial0029",0.01494833,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0029",0.0252066,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0029",0.02764933,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0029",0.02751406,"Sea birds"
"Status quo",2050,"./mc_output_trial0029",0.08396644,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0029",0.08159643,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0029",0.05165486,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0029",0.06585051,"Turtles"
"Status quo",2050,"./mc_output_trial0029",0.2155137,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0029",0.1578797,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0029",0.1913646,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0029",0.2127175,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0029",3.738514,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0029",1.763476,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0029",1.453101,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0029",1.583403,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0029",14.79969,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0029",13.6074,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0029",20.60964,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0029",16.607,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0029",20.00604,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0029",19.53125,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0029",26.19415,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0029",20.0452,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0029",0.7934389,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0029",0.6901245,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0029",0.5488943,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0029",0.3754349,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0029",0.2741579,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0029",0.2581455,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0029",0.2411802,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0029",0.2750596,"Zooplankton"
"Status quo",2050,"./mc_output_trial0029",0.1171095,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0029",0.1183895,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0029",0.1215071,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0029",0.1139145,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0029",207.1285,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0029",211.2028,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0029",219.5756,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0029",186.6877,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0029",765.5982,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0029",817.6965,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0029",710.822,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0029",814.5053,"Other algal turf"
"Status quo",2050,"./mc_output_trial0030",0.02457221,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0030",0.02775739,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0030",0.03236578,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0030",0.02432787,"Sea birds"
"Status quo",2050,"./mc_output_trial0030",0.08302215,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0030",0.07951405,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0030",0.06622719,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0030",0.05614517,"Turtles"
"Status quo",2050,"./mc_output_trial0030",0.2142709,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0030",0.3284606,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0030",0.1903909,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0030",0.1059769,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0030",5.321694,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0030",4.091895,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0030",2.202904,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0030",1.092528,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0030",15.44432,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0030",17.08937,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0030",17.80603,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0030",13.07607,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0030",25.03696,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0030",21.81174,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0030",25.65071,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0030",18.05809,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0030",0.6927114,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0030",0.7424344,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0030",0.5710452,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0030",0.4502548,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0030",0.2270937,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0030",0.2540276,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0030",0.3266468,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0030",0.2853568,"Zooplankton"
"Status quo",2050,"./mc_output_trial0030",0.1175327,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0030",0.1133384,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0030",0.1033253,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0030",0.104258,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0030",199.4383,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0030",217.2686,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0030",188.2209,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0030",186.9129,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0030",874.3835,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0030",758.9029,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0030",792.3381,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0030",762.5319,"Other algal turf"
"Status quo",2050,"./mc_output_trial0031",0.02824831,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0031",0.02871615,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0031",0.03414852,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0031",0.03340454,"Sea birds"
"Status quo",2050,"./mc_output_trial0031",0.07428928,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0031",0.07997148,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0031",0.06213765,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0031",0.0557089,"Turtles"
"Status quo",2050,"./mc_output_trial0031",0.2009091,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0031",0.1764901,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0031",0.1204416,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0031",0.1068329,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0031",6.37673,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0031",1.907518,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0031",1.923615,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0031",0.8649294,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0031",17.60625,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0031",22.23275,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0031",14.90672,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0031",12.92957,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0031",29.40838,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0031",26.16824,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0031",20.87609,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0031",17.9327,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0031",0.7646613,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0031",0.5337345,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0031",0.4652444,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0031",0.4723932,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0031",0.2958867,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0031",0.2548265,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0031",0.3094855,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0031",0.2748317,"Zooplankton"
"Status quo",2050,"./mc_output_trial0031",0.1201663,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0031",0.1093996,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0031",0.1030395,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0031",0.1086342,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0031",215.2627,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0031",200.3179,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0031",198.576,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0031",200.3362,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0031",833.6534,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0031",827.886,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0031",740.9197,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0031",770.7682,"Other algal turf"
"Status quo",2050,"./mc_output_trial0032",0.01955536,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0032",0.0288055,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0032",0.02359068,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0032",0.03276375,"Sea birds"
"Status quo",2050,"./mc_output_trial0032",0.08197904,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0032",0.07163262,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0032",0.06716015,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0032",0.05709352,"Turtles"
"Status quo",2050,"./mc_output_trial0032",0.183525,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0032",0.2155719,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0032",0.3205591,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0032",0.123113,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0032",1.880297,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0032",1.350643,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0032",2.789185,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0032",1.410321,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0032",13.25608,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0032",21.55011,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0032",20.10326,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0032",18.24147,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0032",21.99759,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0032",23.61409,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0032",27.63357,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0032",22.52533,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0032",0.6962442,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0032",0.6082981,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0032",0.5648949,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0032",0.3635507,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0032",0.2702043,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0032",0.2225252,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0032",0.294035,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0032",0.285482,"Zooplankton"
"Status quo",2050,"./mc_output_trial0032",0.1173284,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0032",0.1173365,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0032",0.1040108,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0032",0.1082171,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0032",218.1238,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0032",209.0807,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0032",197.5824,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0032",203.2607,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0032",814.6436,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0032",752.9133,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0032",760.3481,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0032",748.752,"Other algal turf"
"Status quo",2050,"./mc_output_trial0033",0.02313146,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0033",0.04506126,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0033",0.03368836,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0033",0.03057799,"Sea birds"
"Status quo",2050,"./mc_output_trial0033",0.09464443,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0033",0.06087169,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0033",0.06451375,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0033",0.05607438,"Turtles"
"Status quo",2050,"./mc_output_trial0033",0.2308537,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0033",0.2539084,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0033",0.1396442,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0033",0.1393632,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0033",3.520169,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0033",3.692368,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0033",2.278791,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0033",0.558001,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0033",16.56029,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0033",21.79665,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0033",16.23086,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0033",10.459,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0033",26.29297,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0033",23.38971,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0033",20.92466,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0033",19.20287,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0033",0.8099387,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0033",0.6124659,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0033",0.5183249,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0033",0.5475829,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0033",0.2331376,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0033",0.2549308,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0033",0.2900998,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0033",0.2828789,"Zooplankton"
"Status quo",2050,"./mc_output_trial0033",0.1289112,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0033",0.1194465,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0033",0.1202137,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0033",0.1053087,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0033",214.0068,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0033",216.8516,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0033",200.4445,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0033",195.9956,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0033",756.6743,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0033",857.5048,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0033",730.8099,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0033",733.2531,"Other algal turf"
"Status quo",2050,"./mc_output_trial0034",0.0217623,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0034",0.02606556,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0034",0.02949027,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0034",0.03572289,"Sea birds"
"Status quo",2050,"./mc_output_trial0034",0.07730674,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0034",0.06477194,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0034",0.06742798,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0034",0.06136085,"Turtles"
"Status quo",2050,"./mc_output_trial0034",0.2428648,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0034",0.1991028,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0034",0.1133912,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0034",0.1273658,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0034",4.509972,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0034",3.260206,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0034",1.416703,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0034",1.336414,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0034",20.41189,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0034",20.55594,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0034",19.12809,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0034",21.94932,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0034",25.33083,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0034",34.31034,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0034",28.26537,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0034",26.79279,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0034",0.7053356,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0034",0.7639709,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0034",0.635164,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0034",0.4460785,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0034",0.2113573,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0034",0.2162445,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0034",0.3241642,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0034",0.3631464,"Zooplankton"
"Status quo",2050,"./mc_output_trial0034",0.1343279,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0034",0.1189095,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0034",0.1162612,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0034",0.1078414,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0034",204.2821,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0034",194.252,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0034",196.009,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0034",205.8184,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0034",746.1291,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0034",742.9317,"Other algal turf"
