"year.group","scenario","tbmean","tbmin","tbmax","trophic_group"
2099,"Status quo",7.15093651536,5.8231244175,8.954438575,"Invertivores"
2100,"RCP 2.6",7.44638415996,6.137430269,9.54874912499999,"Invertivores"
2100,"RCP 4.5",6.6793288229696,5.42516273595,8.533504372,"Invertivores"
2100,"RCP 8.5",1.89151973210551,0.29306009621666,4.81716901765,"Invertivores"
2100,"Status quo",7.15093666816,5.8231244175,8.954438575,"Invertivores"
2012,"RCP 2.6",12.8348445816,10.925419135,14.71756697,"Herbivores/Detritivores"
2012,"RCP 4.5",12.7411188488,10.767687325,14.65705834,"Herbivores/Detritivores"
2012,"RCP 8.5",12.7768540844,10.935844475,14.658863795,"Herbivores/Detritivores"
2012,"Status quo",12.63890594,10.795340985,14.627354995,"Herbivores/Detritivores"
2013,"RCP 2.6",12.5339892816,10.61557064,14.39510106,"Herbivores/Detritivores"
2013,"RCP 4.5",12.4375845284,10.504229485,14.311122415,"Herbivores/Detritivores"
2013,"RCP 8.5",12.4670622688,10.647061685,14.312546615,"Herbivores/Detritivores"
2013,"Status quo",12.3450879948,10.53067508,14.31531262,"Herbivores/Detritivores"
2014,"RCP 2.6",12.1696354876,10.27634665,14.008808645,"Herbivores/Detritivores"
2014,"RCP 4.5",12.0729204972,10.1444173,13.908570185,"Herbivores/Detritivores"
2014,"RCP 8.5",12.1068780144,10.31570426,13.937312225,"Herbivores/Detritivores"
2014,"Status quo",12.0026833816,10.1909933,13.983964195,"Herbivores/Detritivores"
2015,"RCP 2.6",11.94852324,10.085173175,13.77699387,"Herbivores/Detritivores"
2015,"RCP 4.5",11.854060882,9.905494475,13.69225468,"Herbivores/Detritivores"
2015,"RCP 8.5",11.892538004,10.107432295,13.737232615,"Herbivores/Detritivores"
2015,"Status quo",11.8003020604,9.95242772,13.81320355,"Herbivores/Detritivores"
2016,"RCP 2.6",11.8966489928,10.04881039,13.76407395,"Herbivores/Detritivores"
2016,"RCP 4.5",11.8059117392,9.84479125,13.646075305,"Herbivores/Detritivores"
2016,"RCP 8.5",11.8478450952,10.03757711,13.70886883,"Herbivores/Detritivores"
2016,"Status quo",11.7578233568,9.874023215,13.80818017,"Herbivores/Detritivores"
2017,"RCP 2.6",11.9358057548,10.08534625,13.83661398,"Herbivores/Detritivores"
2017,"RCP 4.5",11.8456972988,9.880366865,13.70270662,"Herbivores/Detritivores"
2017,"RCP 8.5",11.893458646,10.05592692,13.760051155,"Herbivores/Detritivores"
2017,"Status quo",11.7997602928,9.881208835,13.879149845,"Herbivores/Detritivores"
2018,"RCP 2.6",11.9939850764,10.12538123,13.90784991,"Herbivores/Detritivores"
2018,"RCP 4.5",11.9020011836,9.937299005,13.76095241,"Herbivores/Detritivores"
2018,"RCP 8.5",11.9540024848,10.102009125,13.8269604,"Herbivores/Detritivores"
2018,"Status quo",11.8571659592,9.923447665,13.936612335,"Herbivores/Detritivores"
2019,"RCP 2.6",12.0394967368,10.16278891,13.94858428,"Herbivores/Detritivores"
2019,"RCP 4.5",11.9424799304,9.9708251,13.800123025,"Herbivores/Detritivores"
2019,"RCP 8.5",11.9959735092,10.138368795,13.863794025,"Herbivores/Detritivores"
2019,"Status quo",11.8980544588,9.96814148,13.964827525,"Herbivores/Detritivores"
2020,"RCP 2.6",12.0591819992,10.18093687,13.95796158,"Herbivores/Detritivores"
2020,"RCP 4.5",11.9587303156,9.985687765,13.8189766,"Herbivores/Detritivores"
2020,"RCP 8.5",12.0144582364,10.16178703,13.879162475,"Herbivores/Detritivores"
2020,"Status quo",11.9159147188,9.99632434,13.971167065,"Herbivores/Detritivores"
2021,"RCP 2.6",12.0592184152,10.177479765,13.945463625,"Herbivores/Detritivores"
2021,"RCP 4.5",11.9546654024,9.98629924,13.818692065,"Herbivores/Detritivores"
2021,"RCP 8.5",12.0094554332,10.16724906,13.86789148,"Herbivores/Detritivores"
2021,"Status quo",11.9178429036,10.0072804,13.96590295,"Herbivores/Detritivores"
2022,"RCP 2.6",12.0458021324,10.16498688,13.921268325,"Herbivores/Detritivores"
2022,"RCP 4.5",11.9404980916,9.97598089,13.808519855,"Herbivores/Detritivores"
2022,"RCP 8.5",11.9911918344,10.15928719,13.841328625,"Herbivores/Detritivores"
2022,"Status quo",11.91361091,10.0082134,13.95868006,"Herbivores/Detritivores"
2023,"RCP 2.6",12.0277387856,10.14882693,13.89711089,"Herbivores/Detritivores"
2023,"RCP 4.5",11.9268937644,9.962892935,13.794255385,"Herbivores/Detritivores"
2023,"RCP 8.5",11.9788322152,10.15170509,13.827866575,"Herbivores/Detritivores"
2023,"Status quo",11.9092255452,10.005712,13.954330635,"Herbivores/Detritivores"
2024,"RCP 2.6",12.019570012,10.14057085,13.888129895,"Herbivores/Detritivores"
2024,"RCP 4.5",11.906490088,9.944744565,13.77021038,"Herbivores/Detritivores"
2024,"RCP 8.5",11.9774328416,10.149920805,13.82954647,"Herbivores/Detritivores"
2024,"Status quo",11.9066338004,10.003546295,13.95280843,"Herbivores/Detritivores"
2025,"RCP 2.6",12.0186968828,10.13957693,13.88900928,"Herbivores/Detritivores"
2025,"RCP 4.5",11.8769552708,9.919425855,13.73522218,"Herbivores/Detritivores"
2025,"RCP 8.5",11.972422124,10.14518657,13.824522885,"Herbivores/Detritivores"
2025,"Status quo",11.9057961428,10.00227884,13.953367315,"Herbivores/Detritivores"
2026,"RCP 2.6",12.0183661112,10.1401946,13.8906094,"Herbivores/Detritivores"
2026,"RCP 4.5",11.8502438804,9.897046935,13.70311169,"Herbivores/Detritivores"
2026,"RCP 8.5",11.9397668924,10.117088835,13.785779115,"Herbivores/Detritivores"
2026,"Status quo",11.9061454764,10.00194901,13.95474965,"Herbivores/Detritivores"
2027,"RCP 2.6",12.0142248716,10.137757175,13.886506515,"Herbivores/Detritivores"
2027,"RCP 4.5",11.8314298268,9.88171329,13.680575085,"Herbivores/Detritivores"
2027,"RCP 8.5",11.8967215568,10.079852095,13.735402485,"Herbivores/Detritivores"
2027,"Status quo",11.9071127048,10.00257349,13.95625118,"Herbivores/Detritivores"
2028,"RCP 2.6",12.0100982336,10.134797325,13.881526015,"Herbivores/Detritivores"
2028,"RCP 4.5",11.8315341956,9.88170826,13.680037955,"Herbivores/Detritivores"
2028,"RCP 8.5",11.882219362,10.065961785,13.717897755,"Herbivores/Detritivores"
2028,"Status quo",11.9082562056,10.00355225,13.95746226,"Herbivores/Detritivores"
2029,"RCP 2.6",12.0052373024,10.13160838,13.875114565,"Herbivores/Detritivores"
2029,"RCP 4.5",11.8393894992,9.888101165,13.68842499,"Herbivores/Detritivores"
2029,"RCP 8.5",11.8724861516,10.05672197,13.70567724,"Herbivores/Detritivores"
2029,"Status quo",11.909283114,10.00432431,13.958222795,"Herbivores/Detritivores"
2030,"RCP 2.6",11.9989431564,10.126997235,13.866884755,"Herbivores/Detritivores"
2030,"RCP 4.5",11.833022214,9.88197392,13.681238365,"Herbivores/Detritivores"
2030,"RCP 8.5",11.8655209048,10.04965842,13.697874795,"Herbivores/Detritivores"
2030,"Status quo",11.9100429304,10.00509878,13.95854444,"Herbivores/Detritivores"
2031,"RCP 2.6",11.9958858456,10.12493864,13.86236331,"Herbivores/Detritivores"
2031,"RCP 4.5",11.8096068664,9.86254025,13.65420223,"Herbivores/Detritivores"
2031,"RCP 8.5",11.87255277,10.0542171,13.707396945,"Herbivores/Detritivores"
2031,"Status quo",11.9104978912,10.005756525,13.95852834,"Herbivores/Detritivores"
2032,"RCP 2.6",11.9903527824,10.12038106,13.855031055,"Herbivores/Detritivores"
2032,"RCP 4.5",11.7646118932,9.82556106,13.60189832,"Herbivores/Detritivores"
2032,"RCP 8.5",11.8586892076,10.04233515,13.690927655,"Herbivores/Detritivores"
2032,"Status quo",11.9106824876,10.006164785,13.95831651,"Herbivores/Detritivores"
2033,"RCP 2.6",11.9814946816,10.11301573,13.84388898,"Herbivores/Detritivores"
2033,"RCP 4.5",11.7238848556,9.79212727,13.55485606,"Herbivores/Detritivores"
2033,"RCP 8.5",11.8045886984,9.99821631,13.62894376,"Herbivores/Detritivores"
2033,"Status quo",11.9106679672,10.00613062,13.95808063,"Herbivores/Detritivores"
2034,"RCP 2.6",11.97231443,10.10493413,13.832755045,"Herbivores/Detritivores"
2034,"RCP 4.5",11.7024837612,9.77519223,13.529883675,"Herbivores/Detritivores"
2034,"RCP 8.5",11.730701546,9.938968755,13.543917535,"Herbivores/Detritivores"
2034,"Status quo",11.9105331328,10.00588608,13.957901705,"Herbivores/Detritivores"
2035,"RCP 2.6",11.961811694,10.096545535,13.81965158,"Herbivores/Detritivores"
2035,"RCP 4.5",11.6836330272,9.7599718,13.507995885,"Herbivores/Detritivores"
2035,"RCP 8.5",11.6846920864,9.90092799,13.491556575,"Herbivores/Detritivores"
2035,"Status quo",11.9103460032,10.005610765,13.957807985,"Herbivores/Detritivores"
2036,"RCP 2.6",11.9383371068,10.077545975,13.790742065,"Herbivores/Detritivores"
2036,"RCP 4.5",11.6581941424,9.73904467,13.478275485,"Herbivores/Detritivores"
2036,"RCP 8.5",11.647245154,9.87021726,13.448286055,"Herbivores/Detritivores"
2036,"Status quo",11.9101565016,10.00531852,13.957790325,"Herbivores/Detritivores"
2037,"RCP 2.6",11.9171787484,10.05989134,13.76520791,"Herbivores/Detritivores"
2037,"RCP 4.5",11.5906484072,9.683036825,13.40000628,"Herbivores/Detritivores"
2037,"RCP 8.5",11.5951050524,9.826779935,13.388687285,"Herbivores/Detritivores"
2037,"Status quo",11.9099965924,10.005090455,13.95783977,"Herbivores/Detritivores"
2038,"RCP 2.6",11.9047868132,10.049274285,13.75055522,"Herbivores/Detritivores"
2038,"RCP 4.5",11.5093909868,9.615973425,13.30622822,"Herbivores/Detritivores"
2038,"RCP 8.5",11.5460417432,9.785909645,13.332619145,"Herbivores/Detritivores"
2038,"Status quo",11.909881172,10.00494558,13.957911755,"Herbivores/Detritivores"
2039,"RCP 2.6",11.9021174104,10.046176125,13.748399695,"Herbivores/Detritivores"
2039,"RCP 4.5",11.4888155744,9.60005039,13.281682405,"Herbivores/Detritivores"
2039,"RCP 8.5",11.45169898,9.706483515,13.226058715,"Herbivores/Detritivores"
2039,"Status quo",11.9098130052,10.00488676,13.95799778,"Herbivores/Detritivores"
2040,"RCP 2.6",11.8960020484,10.04100274,13.74189093,"Herbivores/Detritivores"
2040,"RCP 4.5",11.4849222728,9.59767908,13.27609224,"Herbivores/Detritivores"
2040,"RCP 8.5",11.3437426952,9.615238725,13.10497818,"Herbivores/Detritivores"
2040,"Status quo",11.9097863984,10.00490076,13.958070815,"Herbivores/Detritivores"
2041,"RCP 2.6",11.864473972,10.01545577,13.7037884,"Herbivores/Detritivores"
2041,"RCP 4.5",11.4585104896,9.575305,13.24600098,"Herbivores/Detritivores"
2041,"RCP 8.5",11.2678571912,9.55081075,13.019364455,"Herbivores/Detritivores"
2041,"Status quo",11.9097907836,10.004964745,13.958121185,"Herbivores/Detritivores"
2042,"RCP 2.6",11.8436245728,9.99729496,13.679184425,"Herbivores/Detritivores"
2042,"RCP 4.5",11.4158891604,9.53960001,13.19725273,"Herbivores/Detritivores"
2042,"RCP 8.5",11.207362002,9.49942297,12.949259555,"Herbivores/Detritivores"
2042,"Status quo",11.9098146904,10.005053135,13.95813896,"Herbivores/Detritivores"
2043,"RCP 2.6",11.860446128,10.011165225,13.700559685,"Herbivores/Detritivores"
2043,"RCP 4.5",11.3518176688,9.485423515,13.1227728,"Herbivores/Detritivores"
2043,"RCP 8.5",11.085376542,9.39872124,12.805245175,"Herbivores/Detritivores"
2043,"Status quo",11.9098473996,10.0051428,13.95813057,"Herbivores/Detritivores"
2044,"RCP 2.6",11.8719781364,10.020375285,13.715823565,"Herbivores/Detritivores"
2044,"RCP 4.5",11.2646205068,9.41252126,13.02202393,"Herbivores/Detritivores"
2044,"RCP 8.5",10.912431416,9.259039105,12.60267774,"Herbivores/Detritivores"
2044,"Status quo",11.9098805924,10.0052176,13.95810766,"Herbivores/Detritivores"
2045,"RCP 2.6",11.8916031452,10.035652655,13.740944215,"Herbivores/Detritivores"
2045,"RCP 4.5",11.23308542,9.385141015,12.983445365,"Herbivores/Detritivores"
2045,"RCP 8.5",10.8456671896,9.20196718,12.52240041,"Herbivores/Detritivores"
2045,"Status quo",11.9099085184,10.0052664,13.95806805,"Herbivores/Detritivores"
2046,"RCP 2.6",11.8963759096,10.039881855,13.746772365,"Herbivores/Detritivores"
2046,"RCP 4.5",11.2535372348,9.40347833,13.004751085,"Herbivores/Detritivores"
2046,"RCP 8.5",10.8396186532,9.19603116,12.512278605,"Herbivores/Detritivores"
2046,"Status quo",11.9099285264,10.00528865,13.958026065,"Herbivores/Detritivores"
2047,"RCP 2.6",11.8657354972,10.015115955,13.708583035,"Herbivores/Detritivores"
2047,"RCP 4.5",11.2612967144,9.41023241,13.014307235,"Herbivores/Detritivores"
2047,"RCP 8.5",10.7466498384,9.11849559,12.403995215,"Herbivores/Detritivores"
2047,"Status quo",11.909939468,10.005285365,13.95799576,"Herbivores/Detritivores"
2048,"RCP 2.6",11.8350067736,9.989796695,13.670103875,"Herbivores/Detritivores"
2048,"RCP 4.5",11.2507488372,9.401368575,13.003894895,"Herbivores/Detritivores"
2048,"RCP 8.5",10.5994815324,8.997750655,12.234922945,"Herbivores/Detritivores"
2048,"Status quo",11.9099427724,10.00526575,13.95797183,"Herbivores/Detritivores"
2049,"RCP 2.6",11.8193598768,9.97716857,13.65089309,"Herbivores/Detritivores"
2049,"RCP 4.5",11.190553638,9.350984175,12.935156735,"Herbivores/Detritivores"
2049,"RCP 8.5",10.5143596,8.92466564,12.13578238,"Herbivores/Detritivores"
2049,"Status quo",11.90994061,10.00523673,13.957962885,"Herbivores/Detritivores"
2050,"RCP 2.6",11.813557802,9.97210556,13.64440069,"Herbivores/Detritivores"
2050,"RCP 4.5",11.068044866,9.24832637,12.794610235,"Herbivores/Detritivores"
2050,"RCP 8.5",10.42033848744,8.84690695,12.025094955,"Herbivores/Detritivores"
2050,"Status quo",11.9099350996,10.005206025,13.95795885,"Herbivores/Detritivores"
2051,"RCP 2.6",11.8259017296,9.98154372,13.660528685,"Herbivores/Detritivores"
2051,"RCP 4.5",10.949262298,9.147400755,12.656651245,"Herbivores/Detritivores"
2051,"RCP 8.5",10.2618953722,8.720348335,11.841096685,"Herbivores/Detritivores"
2051,"Status quo",11.9099286032,10.00518053,13.95796602,"Herbivores/Detritivores"
2052,"RCP 2.6",11.8371729248,9.991264005,13.67467445,"Herbivores/Detritivores"
2052,"RCP 4.5",10.8854677976,9.092166475,12.57847224,"Herbivores/Detritivores"
2052,"RCP 8.5",10.10503547764,8.593424195,11.66078599,"Herbivores/Detritivores"
2052,"Status quo",11.9099226148,10.005164345,13.957981415,"Herbivores/Detritivores"
2053,"RCP 2.6",11.8109227912,9.969508395,13.64282147,"Herbivores/Detritivores"
2053,"RCP 4.5",10.8393894924,9.05516085,12.521918205,"Herbivores/Detritivores"
2053,"RCP 8.5",9.90090299636,8.425349535,11.42640862,"Herbivores/Detritivores"
2053,"Status quo",11.9099181716,10.005157675,13.958000495,"Herbivores/Detritivores"
2054,"RCP 2.6",11.7906813752,9.952093145,13.618440445,"Herbivores/Detritivores"
2054,"RCP 4.5",10.7977613876,9.020309625,12.473095055,"Herbivores/Detritivores"
2054,"RCP 8.5",9.6980422948,8.2535481635,11.19733541,"Herbivores/Detritivores"
2054,"Status quo",11.9099155944,10.005158635,13.958017745,"Herbivores/Detritivores"
2055,"RCP 2.6",11.7871670748,9.94899279,13.614674005,"Herbivores/Detritivores"
2055,"RCP 4.5",10.7398232612,8.971176045,12.406963035,"Herbivores/Detritivores"
2055,"RCP 8.5",9.54678808584,8.1218453025,11.02672156,"Herbivores/Detritivores"
2055,"Status quo",11.9099144584,10.0051652,13.95803195,"Herbivores/Detritivores"
2056,"RCP 2.6",11.7787199872,9.942169385,13.6050384,"Herbivores/Detritivores"
2056,"RCP 4.5",10.6866899688,8.925893035,12.34686441,"Herbivores/Detritivores"
2056,"RCP 8.5",9.39956702884,7.9986132435,10.85776339,"Herbivores/Detritivores"
2056,"Status quo",11.9099145472,10.00517486,13.95803477,"Herbivores/Detritivores"
2057,"RCP 2.6",11.7767077448,9.940680735,13.603155305,"Herbivores/Detritivores"
2057,"RCP 4.5",10.7298933144,8.9633443,12.39261248,"Herbivores/Detritivores"
2057,"RCP 8.5",9.24597682568,7.868994067,10.68108556,"Herbivores/Detritivores"
2057,"Status quo",11.9099153776,10.00518466,13.95803807,"Herbivores/Detritivores"
2058,"RCP 2.6",11.7866863268,9.949048475,13.61554782,"Herbivores/Detritivores"
2058,"RCP 4.5",10.7388712724,8.971022335,12.4024291,"Herbivores/Detritivores"
2058,"RCP 8.5",9.0324536858,7.690591078,10.44395314,"Herbivores/Detritivores"
2058,"Status quo",11.9099166084,10.00519204,13.95803662,"Herbivores/Detritivores"
2059,"RCP 2.6",11.7886639852,9.95044777,13.618131125,"Herbivores/Detritivores"
2059,"RCP 4.5",10.6379973248,8.884501145,12.292631365,"Herbivores/Detritivores"
2059,"RCP 8.5",8.83070982836,7.5299315245,10.21951252,"Herbivores/Detritivores"
2059,"Status quo",11.9099179016,10.0051986,13.95803204,"Herbivores/Detritivores"
2060,"RCP 2.6",11.7835799108,9.945771305,13.611958395,"Herbivores/Detritivores"
2060,"RCP 4.5",10.48270314936,8.755891245,12.11782993,"Herbivores/Detritivores"
2060,"RCP 8.5",8.67397786356,7.408265575,10.038436285,"Herbivores/Detritivores"
2060,"Status quo",11.9099188972,10.005202355,13.95802581,"Herbivores/Detritivores"
2061,"RCP 2.6",11.7772453968,9.94068506,13.603732485,"Herbivores/Detritivores"
2061,"RCP 4.5",10.38374234812,8.676904855,11.996876215,"Herbivores/Detritivores"
2061,"RCP 8.5",8.46551298364,7.2368431705,9.8010181565,"Herbivores/Detritivores"
2061,"Status quo",11.9099196348,10.00520289,13.95801939,"Herbivores/Detritivores"
2062,"RCP 2.6",11.7555990348,9.922678815,13.577417355,"Herbivores/Detritivores"
2062,"RCP 4.5",10.36789061964,8.668970265,11.972263005,"Herbivores/Detritivores"
2062,"RCP 8.5",8.25565676716,7.067834139,9.5510372515,"Herbivores/Detritivores"
2062,"Status quo",11.9099200976,10.00520092,13.95801462,"Herbivores/Detritivores"
2063,"RCP 2.6",11.753029948,9.9198334,13.57502727,"Herbivores/Detritivores"
2063,"RCP 4.5",10.3425338912,8.65041388,11.944041245,"Herbivores/Detritivores"
2063,"RCP 8.5",8.041101577392,6.888535478,9.292360852,"Herbivores/Detritivores"
2063,"Status quo",11.9099202448,10.005198015,13.95801085,"Herbivores/Detritivores"
2064,"RCP 2.6",11.7895215536,9.950177275,13.620079805,"Herbivores/Detritivores"
2064,"RCP 4.5",10.3000485754,8.613268225,11.896392885,"Herbivores/Detritivores"
2064,"RCP 8.5",7.805379873572,6.692244338,9.011284086,"Herbivores/Detritivores"
2064,"Status quo",11.909920186,10.005194945,13.958008685,"Herbivores/Detritivores"
2065,"RCP 2.6",11.8001917032,9.95923383,13.63291476,"Herbivores/Detritivores"
2065,"RCP 4.5",10.24758030004,8.56805152,11.83463151,"Herbivores/Detritivores"
2065,"RCP 8.5",7.624674287544,6.5400840725,8.80395302,"Herbivores/Detritivores"
2065,"Status quo",11.909919998,10.00519236,13.95800873,"Herbivores/Detritivores"
2066,"RCP 2.6",11.7620000732,9.92740358,13.58628711,"Herbivores/Detritivores"
2066,"RCP 4.5",10.20162754252,8.53022437,11.778421395,"Herbivores/Detritivores"
2066,"RCP 8.5",7.452403327844,6.38647869435,8.603997583,"Herbivores/Detritivores"
2066,"Status quo",11.909919818,10.005190545,13.958009995,"Herbivores/Detritivores"
2067,"RCP 2.6",11.7363349228,9.90612492,13.55541311,"Herbivores/Detritivores"
2067,"RCP 4.5",10.16981652988,8.504201595,11.74097391,"Herbivores/Detritivores"
2067,"RCP 8.5",7.238189230508,6.2010613182,8.3535321915,"Herbivores/Detritivores"
2067,"Status quo",11.9099195208,10.005189555,13.958011645,"Herbivores/Detritivores"
2068,"RCP 2.6",11.7587112088,9.92493169,13.582173275,"Herbivores/Detritivores"
2068,"RCP 4.5",10.15261733152,8.49028784,11.72200377,"Herbivores/Detritivores"
2068,"RCP 8.5",7.046707140728,6.0464834483,8.140373951,"Herbivores/Detritivores"
2068,"Status quo",11.9099192904,10.005189335,13.95801398,"Herbivores/Detritivores"
2069,"RCP 2.6",11.7917200788,9.952246685,13.623148615,"Herbivores/Detritivores"
2069,"RCP 4.5",10.127200679,8.468645416,11.692800255,"Herbivores/Detritivores"
2069,"RCP 8.5",6.9143367941824,5.94305267565,7.9967256665,"Herbivores/Detritivores"
2069,"Status quo",11.9099191052,10.00518983,13.95801563,"Herbivores/Detritivores"
2070,"RCP 2.6",11.7990134176,9.95794737,13.63230502,"Herbivores/Detritivores"
2070,"RCP 4.5",10.05441951016,8.405512922,11.605987525,"Herbivores/Detritivores"
2070,"RCP 8.5",6.7968390932208,5.8497229966,7.865080292,"Herbivores/Detritivores"
2070,"Status quo",11.9099189952,10.0051906,13.958017325,"Herbivores/Detritivores"
2071,"RCP 2.6",11.7909615384,9.950836825,13.622222065,"Herbivores/Detritivores"
2071,"RCP 4.5",9.97054415112,8.3355350355,11.50463028,"Herbivores/Detritivores"
2071,"RCP 8.5",6.611801914676,5.6990958763,7.651016707,"Herbivores/Detritivores"
2071,"Status quo",11.909918958,10.00519159,13.95801801,"Herbivores/Detritivores"
2072,"RCP 2.6",11.8051428968,9.961933455,13.639367285,"Herbivores/Detritivores"
2072,"RCP 4.5",9.9394277438,8.311673385,11.466599555,"Herbivores/Detritivores"
2072,"RCP 8.5",6.3155740913756,5.426695038605,7.31408245305,"Herbivores/Detritivores"
2072,"Status quo",11.90991896,10.005192525,13.95801801,"Herbivores/Detritivores"
2073,"RCP 2.6",11.8284678872,9.98151981,13.66717874,"Herbivores/Detritivores"
2073,"RCP 4.5",9.9080604454,8.2876958365,11.428998105,"Herbivores/Detritivores"
2073,"RCP 8.5",6.00665826863704,5.1386849816,6.97121932015,"Herbivores/Detritivores"
2073,"Status quo",11.9099189908,10.00519313,13.95801801,"Herbivores/Detritivores"
2074,"RCP 2.6",11.8190622424,9.973989155,13.655259125,"Herbivores/Detritivores"
2074,"RCP 4.5",9.8607710644,8.248189589,11.373990905,"Herbivores/Detritivores"
2074,"RCP 8.5",5.77063976179436,4.915339251255,6.7401263684,"Herbivores/Detritivores"
2074,"Status quo",11.9099190412,10.00519357,13.95801746,"Herbivores/Detritivores"
2075,"RCP 2.6",11.795604092,9.954558015,13.62623209,"Herbivores/Detritivores"
2075,"RCP 4.5",9.88973249188,8.271975109,11.40420747,"Herbivores/Detritivores"
2075,"RCP 8.5",5.56088645949432,4.715966277151,6.521245794,"Herbivores/Detritivores"
2075,"Status quo",11.9099190864,10.00519368,13.95801691,"Herbivores/Detritivores"
2076,"RCP 2.6",11.7894174492,9.949667785,13.6183616,"Herbivores/Detritivores"
2076,"RCP 4.5",9.93235933912,8.3084299725,11.453766325,"Herbivores/Detritivores"
2076,"RCP 8.5",5.3188400854816,4.4859366398165,6.25059038185,"Herbivores/Detritivores"
2076,"Status quo",11.9099191408,10.005193625,13.958016855,"Herbivores/Detritivores"
2077,"RCP 2.6",11.8036108232,9.962230255,13.635246995,"Herbivores/Detritivores"
2077,"RCP 4.5",9.92382285672,8.2989612575,11.447065225,"Herbivores/Detritivores"
2077,"RCP 8.5",5.04333152536779,4.228449606112,5.94537959592,"Herbivores/Detritivores"
2077,"Status quo",11.9099191952,10.005193405,13.958016305,"Herbivores/Detritivores"
2078,"RCP 2.6",11.8094538948,9.967420985,13.64230931,"Herbivores/Detritivores"
2078,"RCP 4.5",9.82900842304,8.218763886,11.339599945,"Herbivores/Detritivores"
2078,"RCP 8.5",4.75429069465912,3.9576013368279,5.628300939825,"Herbivores/Detritivores"
2078,"Status quo",11.9099192124,10.005193185,13.958015755,"Herbivores/Detritivores"
2079,"RCP 2.6",11.8119930248,9.96915286,13.645736905,"Herbivores/Detritivores"
2079,"RCP 4.5",9.72655869388,8.1372261325,11.213577305,"Herbivores/Detritivores"
2079,"RCP 8.5",4.50288092943564,3.7215530847752,5.35855032699,"Herbivores/Detritivores"
2079,"Status quo",11.9099192448,10.00519291,13.958015755,"Herbivores/Detritivores"
2080,"RCP 2.6",11.8282086136,9.9820326,13.665711905,"Herbivores/Detritivores"
2080,"RCP 4.5",9.64579014892,8.0764848155,11.11352713,"Herbivores/Detritivores"
2080,"RCP 8.5",4.30574407334551,3.51276133477253,5.16245774435,"Herbivores/Detritivores"
2080,"Status quo",11.9099192488,10.00519269,13.958015755,"Herbivores/Detritivores"
2081,"RCP 2.6",11.8458477832,9.99642329,13.68733356,"Herbivores/Detritivores"
2081,"RCP 4.5",9.54975327712,8.0013417505,10.9998311,"Herbivores/Detritivores"
2081,"RCP 8.5",4.1026106851126,3.29706091937142,4.958723001545,"Herbivores/Detritivores"
2081,"Status quo",11.9099192312,10.005192525,13.958015755,"Herbivores/Detritivores"
2082,"RCP 2.6",11.8383748432,9.99033634,13.678045755,"Herbivores/Detritivores"
2082,"RCP 4.5",9.49877660704,7.9615189245,10.94049596,"Herbivores/Detritivores"
2082,"RCP 8.5",3.86050196066473,3.08047521762591,4.718707805447,"Herbivores/Detritivores"
2082,"Status quo",11.9099192208,10.005192415,13.958015755,"Herbivores/Detritivores"
2083,"RCP 2.6",11.8153794432,9.971318005,13.649750735,"Herbivores/Detritivores"
2083,"RCP 4.5",9.50202187496,7.9651409255,10.94153148,"Herbivores/Detritivores"
2083,"RCP 8.5",3.64433382870498,2.88862657879416,4.4880985288985,"Herbivores/Detritivores"
2083,"Status quo",11.9099192028,10.005192415,13.958015755,"Herbivores/Detritivores"
2084,"RCP 2.6",11.8214358068,9.976430895,13.65700901,"Herbivores/Detritivores"
2084,"RCP 4.5",9.53337092984,7.9905371035,10.975915475,"Herbivores/Detritivores"
2084,"RCP 8.5",3.45833746153581,2.71519910246055,4.29355014631275,"Herbivores/Detritivores"
2084,"Status quo",11.9099191776,10.005192415,13.958015755,"Herbivores/Detritivores"
2085,"RCP 2.6",11.8466958124,9.997741455,13.687577195,"Herbivores/Detritivores"
2085,"RCP 4.5",9.53119820092,7.9857359455,10.97507968,"Herbivores/Detritivores"
2085,"RCP 8.5",3.28318609632303,2.55446149821496,4.11286703897505,"Herbivores/Detritivores"
2085,"Status quo",11.909919168,10.005192415,13.958015755,"Herbivores/Detritivores"
2086,"RCP 2.6",11.8492819492,10.0002535,13.690324925,"Herbivores/Detritivores"
2086,"RCP 4.5",9.5239126062,7.977398605,10.9676962,"Herbivores/Detritivores"
2086,"RCP 8.5",3.07558238975984,2.37069386077372,3.8820594878557,"Herbivores/Detritivores"
2086,"Status quo",11.9099191616,10.00519247,13.958015755,"Herbivores/Detritivores"
2087,"RCP 2.6",11.8203587664,9.97671878,13.654052785,"Herbivores/Detritivores"
2087,"RCP 4.5",9.54216742044,7.992021126,10.988633275,"Herbivores/Detritivores"
2087,"RCP 8.5",2.85865810004558,2.17507923605862,3.63345741472337,"Herbivores/Detritivores"
2087,"Status quo",11.9099191528,10.00519258,13.958015755,"Herbivores/Detritivores"
2088,"RCP 2.6",11.7992912188,9.959285835,13.628014715,"Herbivores/Detritivores"
2088,"RCP 4.5",9.54950576904,7.997520455,10.998634705,"Herbivores/Detritivores"
2088,"RCP 8.5",2.65670404803795,1.98779176516084,3.4032821141008,"Herbivores/Detritivores"
2088,"Status quo",11.9099191472,10.005192635,13.958015755,"Herbivores/Detritivores"
2089,"RCP 2.6",11.8121632268,9.970086595,13.64408491,"Herbivores/Detritivores"
